So I took down some notes on how to	Так я набросал заметки, как
make one.	его сделать.
Hang on, here we go...umm... Yes.	Секунду, вот... э-э... Да.
"Dvagons who absorb lots of mana lay"	"Двагоны, что впитали кучу маны, кладут"
Long Dragon eggs.""	яйца Длинного дракона.""
So we made a Dvagon by starving a	Мы же сделали двагона, морив
Dragon of nutrients and mana, didn't we?'	дракона голодом по пище и мане, да?'
So this time we'll have to deprive a'	Значит, в этот раз надо лишить'
Dragon of nutrients and mana to make a	дракона пищи и маны, чтоб сначала
Dvagon first...	сделать двагона...
Then we'll have to feed that Dvagon up'	Потом этого двагона откормить'
like crazy to make a Long Dragon...	как бешеный, чтоб вышел Длинный дракон...
What a chore! I can't be bothered to go'	Какая морока! Лень через это'
through all that!	проходить!
...But I suppose it might be worth going	...Но, пожалуй, стоит чуть
to a bit of trouble since we'll have a'	попотеть, раз в конце будет'
Long Dragon at the end of it all.	Длинный дракон.
I mean, imagine seeing its little long	Ну представь его длинную мордашку
face poking out of the egg. We'll be so'	из яйца. Мы будем так'
If it turns out not to be long, I'll'	Если вдруг не длинный, я'
have to call my lawyer, but...	вызову адвоката, но...
Either way, we won't find out unless'	В любом случае не узнаем, пока'
we make one. Let's get to it.'	не сделаем. За дело.'
As always, I'm counting on you to get'	Как всегда, рассчитываю, что ты'
the job done, My Lord!	это провернёшь, Повелитель!
Make a Long Dragon!	Сделай Длинного дракона!
Good day to you, My Lord. It's perfect'	Добрый день, Повелитель. Погода снова'
weather for dungeoneering again, I see.	идеальная для данжеведения, вижу.
Oh, by the way, I'm sure you know this'	О, кстати, уверен, ты и так это знаешь,'
already, being a God and all, but...	раз ты Бог и всё такое, но...
To make a truly terrifying dungeon, you	Чтоб сделать по-настоящему жуткий данж,
must manage the monster food chain	надо мастерски вести пищевую цепь
masterfully.	монстров.
This is the only way to create the	Иначе нужной экосистемы
ecosystem you need.	не выйдет.
You must have attack specialists	Нужны специалисты по атаке
such as Lizardmen and Dragons	вроде Ящеров и Драконов,
to harass heroes.	чтоб травить героев.
These top-level predators sit at the	Эти хищники верхнего уровня сидят
upper end of the food chain.	на верху пищевой цепи.
But it is the humble Slimemosses,	Но именно скромные слизьмохи,
Spirits and Omnoms who make it possible	Духи и Омномы делают возможным
for these monsters to exist.	существование этих гадов.
Forget these essential links in the	Забудь эти важные звенья
food chain at your peril.	цепи — и пеняй на себя.
But of course, they are treated merely	Но их, конечно, большинство
as fodder for the bigger beasts by most.	держит просто за корм для крупных тварей.
They are seen as stepping stones to	Их видят ступенями к
higher life forms, and sent senselessly	высшим формам и бессмысленно гонят
to their deaths in huge numbers.	на смерть толпами.
Ahh, such a sorry state of affairs...	Ах, какое печальное дело...
Which is why a coalition of concerned	Потому коалиция озабоченных
dungeon-dwellers got together.	обитателей данжа собралась.
They formed a not-for-profit	Они сколотили некоммерческую
organization to advance the cause of	организацию в защиту так
so-called "bottom-feeders".	называемых «донных».
It's called "Project Respect".'	Называется «Проект Респект».'
And I've been helping to promote their'	А я помогаю продвигать их'
cause throughout the Underworld.	дело по всему Подземелью.
And that's what got me thinking...'	И вот меня осенило...'
The first thing they'll need if they'	Первое, что им нужно, если они'
want to stand up to the more powerful	хотят дать отпор более сильным
monsters is an IQ boost.	монстрам, — баф IQ.
It's brains, not brawn, they'll need to	Мозги, не мышцы, им нужны,
fight with if they want to get the	чтоб воевать и получить
respect they deserve.	уважение, которого они достойны.
So we need to lend them a hand by	Так что надо им помочь:
boosting their IQ with Water Lilies.	качнуть IQ Кувшинками.
What do you think? Shall we help the	Ну как? Поможем мелкому
little people to rise up against their	люду восстать против их
heartless oppressors?	бессердечных угнетателей?
That's the spirit, Lord! I knew you'	Вот это дух, Повелитель! Я знал, что ты'
would support the cause!	поддержишь дело!
Wh- I beg your pardon!?	Ч- прошу прощения!?
Have you lost your mind, Lord?	Ты с ума сошёл, Повелитель?
These are the essential, irreplaceable	Это ж незаменимые, важнейшие
foundations of our food chain we're'	основы нашей пищевой цепи, о которых мы'
talking about here!	тут говорим!
Surely you of all...entities...should	Уж ты-то из всех... сущностей... должен
recognize the need to support them?	признать, что их надо поддержать?
As master of the dungeon, it's your'	Как хозяин данжа, это твой'
duty, nay, your raison d'être, to'	долг, нет, твой raison d'être —'
attend to their needs!	заботиться об их нуждах!
Well? I'm right, am I not?'	Ну? Я прав, или как?'
Yes, of course I am. As always.	Да, конечно прав. Как всегда.
Honestly, you shock me sometimes,	Честно, ты меня иногда шокируешь,
you really do.	реально.
Right, the first thing you must do is	Так, первое: надо
show your support for the Omnoms by	показать поддержку омномам,
improving their IQ.	прокачав им IQ.
You must give them the means to build	Дай им средства строить
Anthills, which will stand as symbols	Муравьиные кучи — символы
of the power of the workers!	силы трудящихся!
Project Respect has already prepared	«Проект Респект» уже заготовил
the Water Lilies that will be needed	Кувшинки, что понадобятся
for this revolutionary uprising.	для этого революционного восстания.
All they need is you to dig them out.	Им надо лишь, чтоб ты их выкопал.
A simple task for a God of	Плёвое дело для Бога
Destruction, no?	Разрушения, нет?
Then create some Omnoms and give them	Потом плоди омномов и дай им
the space to build a few confidence-	место свить пару куч для
boosting Anthills!	уверенности!
Go to it, Lord! Their success rests in	Давай, Повелитель! Их успех в
your hands. Vive la Revolution!	твоих руках. Да здравствует революция!
Make 10 Anthills!	Сделай 10 Муравьиных куч!
You know, Lord, I'm forever giving you'	Знаешь, Повелитель, я вечно сыплю тебе'
free advice, like "The heroes will be"	советами вроде «Герои будут
here soon", or..."	тут скоро», или...»
"These next heroes are weak against"	«Эти герои слабы против»
physical attacks" or whatever."	физических атак» и всё такое.»
But have you ever stopped and wondered	Но ты хоть раз задумывался,
how I come to know these things?	откуда я это знаю?
Hm hm hm. Of course you have. It is a	Хм хм хм. Конечно задумывался. Это ж
very impressive skill, after all.	очень внушительный навык.
Liar!!! Of course you have!!!	Лжец!!! Конечно задумывался!!!
You lie awake at night racking your	Ты ночами не спишь и ломаешь
brains about it! I know you do!	голову! Я знаю!
Well, I suppose, you being the God of	Ну, раз ты Бог
Destruction and all, I should let	Разрушения и всё такое, надо
you in on my little secret.	открыть тебе мой маленький секрет.
Behold...	Узри...
All I do is attach this little	Я просто цепляю эту маленькую
contraption to the side of my head like	штуковину сбоку к голове вот
so, and...	так, и...
Voila! It shows me the details of any	Вуаля! Она показывает данные любых
heroes within 5 miles!	героев в радиусе 5 миль!
Amazing, eh? I bought it from a	Круто, а? Купил по
mail-order catalogue.	почтовому каталогу.
With this, I can give you at-a-glance	С этим я даю тебе с ходу
advice about any hero who happens to	советы про любого героя, что вздумает
invade our beautiful dungeon.	вторгнуться в наш прекрасный данж.
And thanks to my advice, you're always'	И благодаря моим советам ты всегда'
able to knock the stuffing out of the	выбиваешь дурь из
heroes who appear.	героев, что являются.
Ahh, technology is a marvelous thing,	Ах, техника — чудесная штука,
don't you think? Ha ha ha ha haaa!'	не находишь? Ха-ха-ха-ха-хааа!'
Oh, that reminds me, I sensed some	О, кстати, я чуял каких-то
heroes on their way earlier on today.	героев ещё сегодня утром.
One moment... Ah, here we are.	Секунду... А, вот они.
Hmm, nothing much to worry about.	Хм, тревожиться особо не о чем.
They're just a gaggle of'	Просто стайка'
wet-behind-the-ears newcomers.	желторотых новичков.
They'll be no match for our horrendous'	Им не тягаться с нашей жуткой'
horde!	ордой!
It looks like they'll be here any'	Похоже, они будут тут с минуты'
moment now, so you have fun squishing	на минуту, так что дави их в кайф,
them, okay?	окей?
......Huhhhhh???	......Эээээ???
Eeeeeeek!!!	Иииииии!!!
What's going on? Their stats are'	Что творится? Их статы'
My Lord! They've exceeded the maximum!'	Повелитель! Они превысили максимум!'
How can this be?	Как так?
Aah! They're off the charts! I've never	Аа! Они за шкалой! Я такого
seen anything like this before!	никогда не видел!
This is impossible! My little	Это невозможно! Моя маленькая
contraption must be broken! It's the'	штуковина сломалась! Другого'
only explanation.	объяснения нет.
Well, whatever and whoever they are,	Ну, кто б они ни были,
they're headed this way...and fast!'	они прут сюда... и быстро!'
At this rate we only have...90 seconds	При таком раскладе у нас... 90 секунд
until they arrive.	до прибытия.
We have to man emergency battle	По боевым постам,
stations, Lord! This is serious!	Повелитель! Это серьёзно!
There's only one thing for it: dig, and'	Остаётся одно: копай, и'
dig fast!	копай быстро!
Go, go, go!!!	Давай, давай, давай!!!
Defeat the heroes!	Победи героев!
It's another hero, My Lord! Yet another'	Опять герой, Повелитель! Ещё один'
hero has come to invade our beautiful	герой полез в наш прекрасный
And it seems that this one commands	И кажется, этот владеет
some fairly powerful magic.	довольно мощной магией.
But look... Our dungeon's supply of'	Но глянь... Запас маны нашего данжа'
mana is depleted. Darn it!	иссяк. Чёрт!
Well, I suppose there's only one'	Ну, тогда остаётся только одно'
thing for it...	...
We'll have to call on the aid of one'	Придётся позвать на помощь одну'
of...them...	из... них...
Wookiemons have special soul mates known	У вукимонов есть особые родственные души —
as Maras, My Lord.	Мары, Повелитель.
They are extremely rare, and can only	Они крайне редки и призываются
be summoned from runes with very little	только из рун с очень малой
nutrients and mana.	пищей и маной.
Despite their weak runes, they are	Несмотря на слабые руны, они
very strong, and extremely reliable	очень сильны и крайне надёжны
in a crisis.	в кризисе.
But the problem, of course, is how to	Но проблема, конечно, как
create a rune with very little	сделать руну с очень малой
nutrients and mana...	пищей и маной...
Let me think a moment...	Дай подумать секунду...
Umm...how about... No.	Э-э... а если... Нет.
Ooh, we could... Nope. No good...	Оо, можно... Не. Не то...
Ah-ha!	Ага!
When a hero steps on a rune, its	Когда герой наступает на руну, её
accumulated mana is depleted...	накопленная мана сгорает...
...And depletes the hero's MP along'	...И жрёт MP героя заодно,'
with it, acting as a kind of trap. You	с ней, как ловушка. Ты
knew that, didn't you?'	это знал, да?'
The runes we currently have in our	Руны, что сейчас в нашем
dungeon are loaded with 100% of their	данже, заряжены на 100% своей
mana capacity.	ёмкости маны.
So if the hero steps on one, his MP will	Так что если герой наступит, его MP
be ravaged, and we'll soon have a'	выжжет, и скоро у нас будет руна'
Mara-worthy rune on our hands!	достойная Мары!
It's the perfect solution! And proof,'	Идеальное решение! И доказательство,'
if proof were needed, that I am an	если ещё надо, что я
evil genius!	злой гений!
The only problem is, we'll need the'	Единственная проблема: герою надо'
hero to step on the same rune several	наступить на ту же руну несколько
times...	раз...
Apologies, Lord. I seem to be forever	Прости, Повелитель. Вечно я
the naysayer.	этот нытик.
I'm sure you will find a very cunning'	Уверен, ты найдёшь очень хитрый'
way of encouraging the hero to revisit	способ заманить героя снова
the rune.	на руну.
Then you can summon a Mara and subject	Потом призовёшь Мару и устроишь
that horrible hero to a painful demise!	этому мерзкому герою мучительный конец!
All in a morning's work for a'	Утренняя зарядка для'
professional God of Destruction! Now go	профессионального Бога Разрушения! А теперь
to work!	за работу!
Summon a Mara and defeat the hero!	Призови Мару и победи героя!
Ohhhhh, yes!	Ооооо, да!
At long, long last!	Наконец-то, наконец-то!
The hot springs I dug are	Горячие источники, что я копал,
finally ready!	готовы!
And not a moment too soon. I'm worn out.'	И как раз вовремя. Я вымотан.'
All this hero-exterminating really	Всё это героеистребление реально
takes it out of you. I can't wait to'	выматывает. Не могу дождаться'
have a nice long soak.	долгой мочи всласть.
It seems like a million years since I	Кажется, миллион лет, как я
started digging these springs...	начал копать эти источники...
And speaking of digging, you must be	И раз про копку: ты тоже,
exhausted too, My Lord, wielding that	Повелитель, наверняка выдохся,
pickaxe day in, day out.	махая киркой день за днём.
What say the two of us take first dibs	Что если мы двое первые сядем
on Badman's Baths and soak out some of'	в Бани Бэдмена и вымоем часть'
that stress, hm?	стресса, а?
Come on, look at that water, steaming	Давай, глянь на воду, так
away so invitingly! It's just what you'	маняще парит! Это именно то,'
need!	что тебе надо!
Eeeeeek!!!	Ииииии!!!
B-Behind you, My Lord!	С-сзади тебя, Повелитель!
A- A hero!	Г- герой!
Sorry, it's my fault.'	Прости, это моя вина.'
I was so busy digging the hot springs	Я так занялся копкой источников,
that I forgot to keep my nose peeled	что забыл навострить нос
for smelly old heroes.	на вонючих героев.
How embarrassing...	Как неловко...
In any case, it looks like we'll have'	В любом случае, похоже, ванну'
to forget our bath for the moment.	придётся забыть на минутку.
Just this one hero to destroy, though,	Всего один герой на уничтожение,
and then we can soak away to our	и потом можно мочиться до
hearts' content.'	отвала.'
Right, let's get you ready to rumble!'	Так, давай готовиться к бою!'
...Hang on. You don't have any Dig'	...Секунду. У тебя же не осталось силы'
Power left, do you?	копки, да?
What are we going to do? The hero's'	Что делать? Герой уже'
already bashing down the dungeon door!	ломится в дверь данжа!
Okay, you'll have to make do with the'	Ладно, придётся обойтись теми'
monsters we have for now.	гадами, что есть.
Thankfully, there's plenty of them'	К счастью, их полно'
after my hot spring-digging escapade.	после моей источникокопательной эпопеи.
If you can make do with these aquatic	Если обойдёшься этими водными
creatures, you won't need any Dig'	тварями, сила копки не'
Power...hopefully.	понадобится... надеюсь.
Defeat the hero with aquatic monsters!	Победи героя водными монстрами!
Two heroes are coming to the dungeon in	Сегодня в данж идут двое героев
search of treasure today, My Lord.	за сокровищами, Повелитель.
One of them is a pathetic nobody,	Один — жалкий ноль,
and shouldn't prove too much of a'	и не должен стать большой'
problem.	проблемой.
The worry is the other one - he's'	Страшнее второй — он'
nowhere near as much of a pushover.	совсем не такой слабак.
His defense is so high that ordinary	Защита такая, что обычные
monsters won't even be able to scratch'	гады даже кожу не'
his skin.	оцарапают.
So we're going to use treasure chests'	Так что вместо них юзанём сундуки,'
to get rid of him instead.	чтоб от него избавиться.
Treasure chests can explode, or put	Сундуки могут взорваться, усыпить
whoever opens them to sleep, or even	того, кто откроет, или даже
heal them.	полечить.
And we'll be trying to use these'	И мы попробуем этими'
effects to rid ourselves of this hero.	эффектами спровадить героя.
If it heals them, that's too bad, but'	Если полечит — плохие новости, но'
if it explodes, you'll be laughing.'	если взорвётся — будешь ржать.'
No matter how high their defense, it	Какая б ни была защита,
will reduce their HP by half!	HP срежет пополам!
So a big tough 800HP hero can be	Так что крутой герой на 800 HP
reduced to a 400-point weakling just	станет 400-очковым хлюпиком вот
like that!	так!
It's a lifesaver when you're dealing	Спасение, когда имеешь дело
with heroes with high defense.	с героями с высокой защитой.
And if you tap a treasure chest with	А если тыкнуть сундук
your pickaxe, it will turn into a	киркой, он станет
monster called a Mimic.	монстром по имени Мимик.
When a Mimic hears a hero coming, it	Когда мимик слышит героя, он
stands stock still and pretends to be a	замирает столбом и притворяется
treasure chest.	сундуком.
And when the hero draws near, the Mimic	А когда герой подойдёт, мимик
will explode as soon as it is touched.	взорвётся от одного касания.
Meaning that you can be sure of	То есть урон будет
inflicting delicious damage!	вкусный, гарантированно!
Unfortunately, a Mimic's explosion will'	Увы, взрыв мимика не'
not reduce a hero's HP by half as a'	срежет HP героя пополам, как'
treasure chest's would.'	это делает сундук.'
The power of a Mimic's explosion is'	Сила взрыва мимика зависит'
dictated by the amount of nutrients and	от того, сколько пищи и
mana it has absorbed.	маны он впитал.
A freshly-spawned Mimic that has	Свежерождённый мимик без
absorbed no nutrients or mana will	пищи и маны нанесёт
deal a paltry 1 point of damage.	жалкую 1 единицу урона.
This is obviously not ideal...	Это, ясное дело, не идеал...
But if your Mimic has absorbed the	Но если мимик впитал
maximum amount of nutrients and mana,	максимум пищи и маны,
it's a very different story.'	это совсем другая история.'
The explosion will tear through 80% of	Взрыв вырвет 80%
the hero's hit points! Mwah-hah-hah!'	хитпоинтов героя! Муа-ха-ха!'
So as long as there's enough for it to'	Так что пока есть чем'
eat, a Mimic will make a much bigger	кормиться, мимик бахнет куда
impact than a treasure chest.	громче сундука.
For this training exercise, there are	В этом учении тебе
not one but two pearls of wisdom	не одна, а две жемчужины
for you to take away with you.	мудрости на вынос.
The terror of Treasure-chest based	Ужас урона от сундуков
damage and the might of	и мощь
Mimic-based explosions.	взрывов мимика.
And for this exercise only, you'll know'	И только в этом учении ты будешь знать,'
what's in the treasure chests before'	что в сундуках, до того'
they are opened.	как их откроют.
I'll only put treasure chests that'	Я кладу сундуки, что могут'
might heal heroes in areas of soil that	полечить героев, только в почву,
contain nutrients and mana.	где есть пища и мана.
So if you find a treasure chest in a	Так что сундук в зоне
nutrient or mana-rich area, be sure to	жирной пищи или маны обязательно
turn it into a Mimic.	преврати в мимика.
And allow that Mimic to eat its fill of	И дай мимику нажраться
its fellow monsters.	сородичей.
Oh, a quick word of warning: if a Mimic	О, коротенькое предупреждение: если мимик
is hungry enough, it won't hesitate to'	достаточно голоден, он не моргнув сожрёт'
wolf down Lizardmen or Dragons.	Ящеров или Драконов.
Okay, we're ready. When you've fed your	Ладно, мы готовы. Когда накормишь
Mimics enough, we'll call in the heroes.'	мимиков, позовём героев.'
And it'll be time to try out your'	И будет время обкатать твои'
treasure chests and Mimics.	сундуки и мимиков.
Both will make lovely big	И те и те устроят славные
explosions.	большие взрывы.
But it's up to you to use them well'	Но от тебя зависит, юзанешь ли ты их'
enough to turn those heroes into zeroes.	так, чтоб герои стали нулями.
Then you can finish them off with a	Потом добей их быстрым
quick burst of Dragon breath or	залпом драконьего дыхания или
something suitably sadistic.	чем-то достаточно садистским.
Now, I've talked for quite long'	Ну, я и так уже долго'
enough. Did you catch everything?	трепался. Всё уловил?
Well, don't worry. If you didn't, you	Не парься. Если нет,
can just press START and read the	просто жми START и читай
briefing.	брифинг.
That'll tell you exactly what you need'	Там точно сказано, что тебе надо'
to do.	делать.
Right, let's get started,'	Так, начнём,'
Defeat the heroes with treasure chests and Mimics!	Победи героев сундуками и мимиками!
The three heroes who are on their way	Трое героев, что идут сегодня,
today are a real handful, My Lord.	ещё те проблемные, Повелитель.
They all have high attack and defense,	У всех высокая атака и защита,
and are pretty nimble-footed into the	да ещё и ножки шустрые в
bargain.	придачу.
Ooh! They're already here!'	Ой! Они уже тут!'
It looks like we won't have time to dig'	Похоже, не успеем выкопать'
ourselves a decent dungeon today.	приличный данж сегодня.
So we'll use this emergency dungeon'	Так что юзанём этот аварийный данж'
As you can see, it's chock-a-block with'	Как видишь, он набит под завязку'
I had my monster minions prepare it	Его заготовили мои гады-миньоны
in case just such a situation as	на случай, если вылезет как раз
this should arise.	такая ситуация.
You should be able to spawn some	Сможешь снести мощных
powerful monsters without much effort.	монстров почти без усилий.
Now, quickly, stock up the dungeon	Теперь быстро заполни данж,
before they arrive! We haven't got much'	пока не пришли! Времени'
time!	мало!
Dun-da-duuuun!	Дун-да-дуууун!
Welcome to Advanced	Добро пожаловать на Продвинутый
Training Lesson 1!	урок тренировки 1!
(Mumble mumble mumble)	(Бормот бормот бормот)
Greetings, My Lord God of Destruction,	Приветствую, Повелитель Бог Разрушения,
and welcome to Training Mode!	и добро пожаловать в Тренировку!
This is where I'll be passing on to you'	Тут я буду передавать тебе'
my considerable knowledge of	свои немалые знания
dungeoneering.	данжеведения.
You've got a lot to learn if you're	Учить придётся многое, если
going to help me achieve my goal of	хочешь помочь мне достичь цели
world domination!	мирового господства!
What's that? You didn't know there'd be'	Что? Ты не знал, что будет'
studying involved? Well it's too late'	учёба? Ну, отступать уже поздно,'
to back out now, I'm afraid.'	боюсь.'
Now, stop moaning, and let's get on'	Хватит ныть, и давай за'
with Lesson One: The Hero-Overlord	Урок первый: отношения героя и
Relationship.	Повелителя.
Er...What's a Dungeon?	Э-э...Что такое данж?
First, allow me to introduce myself.	Сначала позволь представиться.
I'm Badman, and I'll be your partner	Я Бэдмен, и буду твоим напарником
and mentor in world domination.	и наставником в мировом господстве.
I'm the rather dapper gent to the'	Я тот щеголеватый джентльмен в'
bottom-right of your screen. Hello	нижнем правом углу экрана. Привет
there!	тебе!
And those do-gooders who come tramping	А те святоши, что топают
into my nice clean dungeon and trying	в мой чистый данж и норовят
to kidnap me are the heroes.	меня похитить, — это герои.
That's them. The three gormless fools'	Вон они. Три безмозглых болвана'
at the top-left of the screen.	в верхнем левом углу экрана.
The Hero-Overlord relationship is a	Отношения героя и Повелителя
very simple one. Obviously, I cannot be	очень простые. Ясно же, меня не
captured easily.	так легко сцапать.
No, I like to hide myself away in the	Нет, я люблю прятаться в
furthest corner of the dungeon to avoid	дальнем углу данжа, чтоб избежать
their grubby, grabbing hands.	их грязных хапающих лап.
And to make things even more difficult	А чтоб им было ещё труднее,
for them, I like to send my monstrous	я шлю своих чудовищных
minions to give them what-for.	миньонов дать им взбучку.
But, stubborn scoundrels that they are,	Но упрямые негодяи они такие,
they don't give up until they drop down'	не сдаются, пока не свалятся'
dead with 0 HP.	мертвыми с 0 HP.
So the only way to protect me is to	Так что защитить меня можно лишь
make sure the monsters annihilate them	если гады их уничтожат
before they can reach me.	до того, как доберутся до меня.
And that's where you come in, My Lord.'	Вот тут-то ты и нужен, Повелитель.'
Well, I can't be expected to do'	Ну не могу же я всё'
everything myself, can I?	делать сам, правда?
Now, let's move on to Lesson 2: What Do'	Теперь Урок 2: Что делают'
Gods of Destruction Do?	Боги Разрушения?
In a word, they dig. In order to give	Одним словом — копают. Чтоб дать
you an idea, how about a quick	тебе понятие, как насчёт быстрой
demonstration of your powers?	демонстрации твоих сил?
I'll make a block of dungeon soil glow'	Я подсвечу блок почвы данжа'
yellow, and you move your pickaxe over	жёлтым, а ты наведи кирку
it and press the □ button.	и жми кнопку □.
That's the stuff! There it is! The'	Вот это да! Вот оно! Та'
awesome power of a God of Destruction!	грозная сила Бога Разрушения!
Only you have the power to carve a path	Только у тебя сила прорубить путь
of unrighteousness through the dungeon	неправедности сквозь данж
with your pickaxe of doom, Lord!	киркой погибели, Повелитель!
And without the cursed touch of your	А без проклятого касания твоей
pick, the soil would not bring forth my	кирки почва не родит моих
monstrous minions!	чудовищных миньонов!
Truly, you move in magnificent ways!	Воистину, пути твои величественны!
Praise be to the Lord of Destruction!	Слава Господу Разрушения!
And finally, for Lesson 3: Why Do Gods	И наконец, Урок 3: Почему Боги
of Destruction Do What They Do?	Разрушения делают то, что делают?
Why, Gods of Destruction dig dastardly	Да потому что Боги Разрушения копают
dungeons to protect my marvelous self	подлые данжи, чтоб спасти мою дивную тушку
from horrible heroes, of course!	от ужасных героев, разумеется!
Digging fiendish labyrinths, spawning	Копать коварные лабиринты, плодить
fearsome hordes of monsters... It's a'	грозные орды монстров... Работа'
varied and complex job.	разнообразная и сложная.
And that's why it takes a God to do it,'	Потому это дело Бога,'
and someone as marvelous as me to	и кого-то столь дивного, как я,
guide them!	чтоб их вести!
Still, God or not, to throw you in at	И всё же, Бог или нет, кидать тебя
the deep end would be cruel. Why not	сразу в омут было б жестоко. Что не
dig here awhile first?	копать тут чуток сначала?
Just try your hand at digging up a few	Просто попробуй выкопать пару
blocks of soil. Don't worry, I'll be	блоков почвы. Не парься, я буду
keeping a watchful eye on you.	зорко за тобой следить.
How was that, Lord? Did you get a good	Ну как, Повелитель? Прочувствовал
feel for the art of excavation? I'm'	искусство раскопок? Я'
sure you did.	уверен, да.
By the way, there are one or two things	Кстати, есть одна-две вещи,
you must bear in mind when digging.	которые надо помнить, копая.
Firstly, you are only able to excavate	Во-первых, копать можно только
blocks of soil that are adjacent to	блоки почвы, соседние с уже
already-excavated blocks.	выкопанными.
Secondly, every time you dig, you will	Во-вторых, каждый раз, как копаешь,
notice that the number at the bottom-	число в нижнем правом
right of the screen decreases.	углу экрана падает.
This is your Dig Power, and if it	Это сила копки, и если она
reaches 0, even your divine self will	дойдёт до 0, даже твоя божественность
be able to dig no longer.	копать больше не сможет.
Well, I think that about wraps it up	Ну, на сегодня, кажется, закругляемся.
for today. That's more than enough to'	Этого более чем хватит, чтоб'
be going along wi-...	пока ид-...
What the devil!?	Какого чёрта!?
My Lord, it seems that some horrible	Повелитель, кажется, какие-то ужасные
heroes have found our dungeon!	герои нашли наш данж!
But it looks like it's only a scouting'	Но похоже, это лишь разведка.'
party. The meddlesome brutes will be	Назойливые громилы скоро
gone shortly.	смоются.
Come, Lord! Stop moaning! I am aware	Давай, Повелитель! Хватит ныть! Я знаю,
that this is the practice mode, but	это режим практики, но
this is an emergency!	это чрезвычайная ситуация!
Dig a nice deep dungeon and hide me at	Выкопай глубокий данж и спрячь меня
the bottom of it at once!	на дне немедленно!
It's your job to protect me, so you'	Твоя работа — меня защищать, так что'
might as well get used to it!	лучше привыкай!
Come on now, get to work!	Давай уже, за работу!
Protect me from those horrible heroes!	Защити меня от этих ужасных героев!
Good day, My Lord, and welcome to the	Добрый день, Повелитель, и добро пожаловать
second exciting installment of Training	во второй захватывающий выпуск
Mode! Ready to learn?	Тренировки! Готов учиться?
Now, as you'll remember, heroes come to'	Как помнишь, герои лезут в'
the dungeon to capture me, and I'm'	данж меня сцапать, а мне это'
naturally not too keen on this.	естественно не в кайф.
Which is why we spawn a horde of	Потому мы плодим орду
monsters to stop them from achieving	монстров, чтоб им не дать
their wicked aims.	добить свои гнусные цели.
That way, the tables are turned, and	Так столы переворачиваются, и
the hunters become the hunted. Or get a	охотники становятся добычей. Или хотя бы
run for their money, at least.	получают жару.
These monsters can only be spawned by	Этих гадов можно снести только
digging, and digging can only be	копкой, а копать может только
performed by your Godly self.	твоя божественная персона.
Let's see that in action. I'll make	Посмотрим в деле. Я подсвечу
some soil glow yellow, and you dig it	почву жёлтым, а ты её
up, okay?	выкопай, окей?
And thusly does the Lord bring forth	И так Господь изводит
life! The life of a Slimemoss, to be	жизнь! Жизнь слизьмоха, то есть
As you may have guessed, these little	Как ты, верно, догадался, эти малыши
fellows are one of the more...primitive	из более... примитивных
dungeon organisms.	организмов данжа.
Now, as you have seen, you can dig up	Как видел, из земли можно
all manner of monsters from the earth.	выкопать любых монстров.
But it's not just a matter of hacking'	Но это не просто рубить'
away willy-nilly. There's a lot more to'	как попало. Тут куда больше'
it than that.	нюансов.
It's high time you learned a little more'	Пора тебе узнать чуть больше'
about soil and the various monsters it	про почву и разных гадов, которых
can produce.	она даёт.
Listen carefully: soil absorbs	Слушай внимательно: почва впитывает
nutrients, and the more it absorbs, the	пищу, и чем больше впитает, тем
higher its level becomes.	выше её уровень.
Soil with no nutrients is Level 0, and	Почва без пищи — Уровень 0, и
produces no monsters. But just 1	не даёт монстров. Но всего 1
nutrient will make it Level 1.	единица пищи сделает её Уровнем 1.
You can tell the level of a piece of	Уровень куска почвы видно
soil by looking at it. The soil you dug	на глаз. Та, что ты копнул
just now was Level 1.	сейчас, была Уровня 1.
As soil absorbs more nutrients and	Когда почва впитывает больше пищи и
increases in level, it produces	растёт уровнем, она даёт
different monsters.	других монстров.
But it can only reach a maximum of	Но максимум — только
Level 3, no matter how many nutrients	Уровень 3, сколько пищу ни
you pump into it.	закачивай.
Let's get you back in the field and see'	Давай обратно в поле и глянем'
soil levels in action.	уровни почвы в деле.
Okay, I'd like you to dig up some Level'	Ладно, выкопай-ка почву Уровня'
2 soil. It's the sort of grainy one in'	2. Это такая зернистая в'
the middle of the diagram above.	середине схемы сверху.
Excellent! You have given life to a	Отлично! Ты дал жизнь
creepy crawly known as an Omnom.	ползучему гаду по имени Омном.
Omnoms are born from Level 2 soil, and	Омномы рождаются из почвы 2 уровня и
are slightly better battlers than	дерутся чуть лучше, чем
Now, on to Level 3 soil. That's the'	Теперь к почве 3 уровня. Это'
sort of solid white one. Go on, have	такая плотная белая. Давай,
a dig!	копни!
That's the stuff! The monster you just'	Вот это да! Монстр, которого ты только'
created is called a Lizardman.	что создал, зовётся Ящер.
They're wonderfully violent little'	Они чудесно злобные малыши,'
creatures that swing their swords about	что машут мечами с
the second they're born.'	секунды рождения.'
All these monsters are essential	Все эти гады — важные
dungeon building-blocks, so learn their	кирпичи данжа, так что учи их
names and soil types well.	имена и типы почвы назубок.
Okay, it's time to put what you've	Ладно, пора применить то, что
learned into practice!	ты выучил, на практике!
Have a dig around the dungeon and spawn	Покопай по данжу и плоди
a few monsters to get a feel for it.	пару гадов, чтоб прочувствовать.
